OBJECTID,key_,cod_tramo,codigo_via,pr_inicial,dist_ini,pr_finl,dist_fin,territorial,tramo,sector,administrador,amv,superficie,calzada,ruta,fuente,fecha_fuente,fecha_actualiz,concesion,observacion_invias,estado,observacion_igac,reversion,pr_ini_con,pr_fin_con,ruleid_1,override,GlobalID,Shape__Length
167,1,62STA0,62STA,0,0,2,0,22,Troncal Central,Variante de Barbosa,1,4,,2,,IGAC (Contrato 2932/2008),2008/01/01 00:00:00+00,2011/01/01 00:00:00+00,,,,,,0+0,2+0,1,,0ca45e4b-8556-4e07-a16f-bc9d68437a74,1543.16995133405
168,1,900493,9004,93,683,104,820,23,Transversal del Caribe,Coveñas  - San Onofre,2,,,1,,IGAC (Contrato 2932/2008),2008/01/01 00:00:00+00,2011/01/01 00:00:00+00,APP PRIVADA ANTIOQUIA - BOLÍVAR (ENTREGA 26-NOV-2015),,,,,93+683,104+820,2,,f7a124af-ee83-439c-bb3c-568e3148781d,11341.0133888365
169,3,50CN010,50CN01,0,0,14,0,12,Circuito de las Provincias de Rionegro y Bajo Magdalena,Dindal - Caparrapí,1,2,,1,,IGAC (Contrato 2932/2008),2008/01/01 00:00:00+00,2011/01/01 00:00:00+00,,,,,,0+0,14+0,1,,9bda3b9b-dc23-40c2-8036-676003ffbd41,13997.4666593076
170,2,49GJB0,49GJB,0,0,3,0,13,Troncal del Carbon,Paso Nacional por San Juan del Cesar,1,1,,2,,IGAC (Contrato 2130/2014),2015/09/01 00:00:00+00,2016/05/01 00:00:00+00,,,,Act. seg 1-3,,0+0,3+0,1,,0ad5cb6d-e928-4561-a361-cc81e08a1190,4043.82389301718
171,1,55050,5505,0,0,68,500,18,Troncal Central del Norte,Presidente - Pamplona,1,3,,2,,IGAC (Contrato 2932/2008),2008/01/01 00:00:00+00,2011/01/01 00:00:00+00,,,,,,0+0,68+500,1,,520989bc-0a05-461f-b14a-26fb212639c9,68880.7301351226
172,1,900446,9004,46,100,49,453,23,Transversal del Caribe,Paso Nacional por Tolú,1,1,,2,,IGAC (Contrato 2932/2008),2008/01/01 00:00:00+00,2011/01/01 00:00:00+00,,,,,,46+100,49+453,1,,16807ce9-9f31-4c95-a787-877cc8b0722e,3429.99046849992
173,1,55030,5503,0,0,134,193,04,Troncal Central del Norte,Duitama - La Palmera,1,5,,2,,IGAC (Contrato 2130/2014),2015/09/01 00:00:00+00,2016/05/01 00:00:00+00,,,,"Act. seg 2-4; 6-8; 28-29; 41-42; 49-50; 69-72; 103-104; 106-107; 133-134",,0+0,134+193,1,,037e96ba-711a-495f-b214-1fcecbb84521,142480.500287499
174,1,621116,6211,16,0,118,616,07,Accesos a Yopal,El Crucero - Aguazul,1,1,,1,,IGAC (Contrato 2130/2014),2015/09/01 00:00:00+00,2016/05/01 00:00:00+00,,,,"Act. 52-54; 71 al 118+0616",,16+0,118+616,1,,57bdc57f-ec7c-482a-ab7f-ddf0d75a0442,101874.738186721
175,1,8004A38,8004A,38,554,51,465,13,Transversal Carmen - Bosconia - Valledupar - Maicao - Puerto Bolivar,Badillo - San Juan del Cesar,1,1,,1,,IGAC (Contrato 2130/2014),2015/09/01 00:00:00+00,2016/05/01 00:00:00+00,APP CESAR - GUAJIRA (ENTREGADA 12-AGT-2015),pr final 52+0530 en Ramón Lobo,,Act. seg 39 al 52+0674,,38+554,51+465,1,,ad7aaa23-220b-4ddb-b990-eb60113b455f,13460.3769204561
176,2,88GJ020,88GJ02,0,0,3,0,13,Transversal Carmen - Bosconia - Valledupar - Maicao - Puerto Bolivar,Acceso a Albania,1,1,,2,,IGAC (Contrato 2932/2008),2008/01/01 00:00:00+00,2011/01/01 00:00:00+00,,,,,,0+0,3+0,1,,b54332f7-119c-4e61-a5b8-84ba48189fd4,3726.31883253414
177,1,62061,6206,1,0,40,900,01,Transversal Tribuga - Arauca,Cisneros - Alto de Dolores,2,,,1,,IGAC (Contrato 2130/2014),2015/09/01 00:00:00+00,2016/05/01 00:00:00+00,,,,Act. seg 17-18,,1+0,40+900,2,,82e66b3c-114b-4cf1-a328-25e333b26197,39917.4087092344
178,1,620640,6206,40,900,95,198,01,Transversal Tribuga - Arauca,Cisneros - Puerto Berrío (Incluye el Puente sobre el Río Magdalena),2,,,1,,IGAC (Contrato 2932/2008),2008/01/01 00:00:00+00,2011/01/01 00:00:00+00,,,,,,40+900,95+198,2,,3e485120-2f59-4c89-895a-81de5fec861e,54543.7663389365
179,1,500523,5005,23,880,33,880,05,Transversal Las Animas - Bogotá,Estación Uribe - Puente La Libertad,1,1,,2,,IGAC (Contrato 2130/2014),2015/09/01 00:00:00+00,2016/05/01 00:00:00+00,,,,"Act. seg 29-33+880, pendi 27-29",,23+880,33+880,1,,00c2e7f3-bd3e-408f-89f9-6c271132563c,17499.2875504017
180,1,62110,6211,0,0,16,0,04,Accesos a Yopal,Sogamoso - El Crucero,1,5,,2,,IGAC (Contrato 2932/2008),2008/01/01 00:00:00+00,2011/01/01 00:00:00+00,,,,,,0+0,16+0,1,,aa159937-c94d-4b20-9623-831336cd0752,16121.4268266853
181,1,620869,6208,69,324,70,674,22,Transversal del Carare,Landázuri - Barbosa,1,4,,2,,IGAC (Contrato 2932/2008),2008/01/01 00:00:00+00,2011/01/01 00:00:00+00,,,,,,69+324,70+674,1,,b626aa90-578a-47ba-af34-afb94ed7e93c,1701.57253946351
182,2,62BY0513,62BY05,13,0,14,1300,04,Accesos a Yopal,Paso Nacional por Sogamoso,1,5,,2,,IGAC (Contrato 2130/2014),2015/09/01 00:00:00+00,2016/05/01 00:00:00+00,,PR inicial 15+0400 (Ramón Lobo),rev,Act. seg 13-14+1300,,13+0,14+1300,1,,c96efc55-b0e6-4239-9cae-172e6c6ffcdf,3978.27377114754
183,1,25VLF0,25VLF,0,0,4,241,25,Alternas a la Troncal de Occidente,Variante de Andalucía,3,,,1,,Google Maps,,2016/04/07 00:00:00+00,,PR final 4+321 en Ramón Lobo,3d_mal_oeste,,,0+0,4+241,3,,69910cad-bcd9-4cca-8b91-6044a09bd5b7,4455.90214275863
184,1,66ST020,66ST02,0,0,3,40,22,Transversal Tribuga - Arauca,Te de Aeropuerto - Aeropuerto,2,,,1,,Google Maps,,2016/04/19 00:00:00+00,,,3d_mal_central,,,0+0,3+40,2,,f4bc1463-45bb-4383-a3ae-15cc6430f950,3862.82134269359
185,1,62080,6208,0,0,69,324,22,Transversal del Carare,Landázuri - Barbosa,1,4,,1,,IGAC (Contrato 2932/2008),2008/01/01 00:00:00+00,2011/01/01 00:00:00+00,,,,,,0+0,69+324,1,,514f66b7-d8be-4544-adce-f19cc53cfa10,69532.3087252923
186,1,640255,6402,55,100,82,430,22,Transversal Guane - San Gil - Mogotes - La Rosita,Cruce a Guane - San Gil,1,2,,1,,IGAC (Contrato 2932/2008),2008/01/01 00:00:00+00,2011/01/01 00:00:00+00,,,,,,55+100,82+430,1,,621c9cad-dc2a-4785-af19-58e7cd912c8f,27282.7477432762
187,1,700743,7007,43,0,54,787,26,Acceso a Cucuta y Venezuela,Río de Oro - Ocaña,1,1,,2,,IGAC (Contrato 2130/2014),2015/09/01 00:00:00+00,2016/05/01 00:00:00+00,,,,Act. seg 49-51,,43+0,54+787,1,,df01335f-5e43-4ebb-b6bd-a8c724e802ec,13600.5366341343
188,1,56AN030,56AN03,0,0,15,800,01,Circuito Medellin - Valle de Rionegro,Rionegro - La Ceja,2,,,2,,IGAC (Contrato 2932/2008),2008/01/01 00:00:00+00,2011/01/01 00:00:00+00,,,,,,0+0,15+800,2,,6dd4f80d-4818-4320-90c5-6bdb4c785336,16756.6760471383
189,1,25SCA0,25SCA,0,0,11,510,23,Troncal de Occidente,Variante Oriental de Sincelejo,2,,,1,,Google Maps,,2020/08/24 00:00:00+00,,,3d_mal_central,,,0+0,11+510,2,,1d46fc44-49a1-42a7-8ac3-84b057cfb305,13353.6385094442
190,1,45160,4516,0,0,87,965,09,Troncal del Magdalena,San Roque - Bosconia,2,,,1,,IGAC (Contrato 2932/2008),2008/01/01 00:00:00+00,2011/01/01 00:00:00+00,,PR final 87+1130 (Ramón Lobo),rev,,,0+0,87+965,2,,38564088-7cce-47c6-83fc-050b3e44c97c,119954.169437251
191,1,45170,4517,0,0,34,81,09,Troncal del Magdalena,Bosconia - Río Ariguaní,2,,,1,,IGAC (Contrato 2932/2008),2008/01/01 00:00:00+00,2011/01/01 00:00:00+00,,PR final 33+0972 (Ramón Lobo),rev,,,0+0,34+81,2,,8105afe4-3a06-41ee-9424-be01e9a2aba6,34723.104001566
192,2,45CS090,45CS09,0,0,64,11,09,Transversal Depresion Momposina,Cuatro Vientos - Codazzi,1,1,,1,,IGAC (Contrato 2932/2008),2008/01/01 00:00:00+00,2011/01/01 00:00:00+00,,,,,,0+0,64+11,1,,1377b370-79c3-45cf-8e36-00d440c0542e,65845.9864053571
193,1,2501B0,2501B,0,0,60,0,17,Alternas a la Troncal de Occidente,Cebadal - Santa Bárbara,1,3,,2,,IGAC (Contrato 2130/2014),2015/09/01 00:00:00+00,2016/05/01 00:00:00+00,,Se dividio Sector según Criterio Tecnico AMV 3 (60+0000),div,Act. seg 28- 31+250. No se dejó Par Vial Sandoná y Consacá ,,0+0,60+0,1,,bcca546c-1fb8-4254-9f86-16cb55204b8f,59558.5775329218
194,1,100333,1003,33,0,137,700,19,Transversal Tumaco - Leticia,La Piscicultura - El Pepino,1,3,,1,,IGAC (Contrato 2932/2008),2008/01/01 00:00:00+00,2011/01/01 00:00:00+00,,,,,,33+0,137+700,1,,d4d9e546-19b6-4076-aecd-0c2a9bfe9daf,101993.081368359
195,4,,45CNA,0,0,1,375,24,Troncal del Magdalena,Variante al Poblado de Puerto Libre,1,3,,2,,IGAC (Contrato 2130/2014),2015/09/01 00:00:00+00,2016/05/01 00:00:00+00,,,,,,0+0,1+375,1,,b95dd9a5-1d1c-420a-8570-ea704e336eb2,2658.77996247419
196,1,45MG020,45MG02,0,0,2,60,15,Troncal del Magdalena,Variante de Ye de Ciénaga,2,,,1,,IGAC (Contrato 2932/2008),2008/01/01 00:00:00+00,2011/01/01 00:00:00+00,,,,,,0+0,2+60,2,,3bdf9baf-a2dd-43a5-9d52-9af7eb168ec9,2149.81480281834
197,1,45MGB0,45MGB,0,0,7,62,15,Troncal del Magdalena,Variante de Aracataca,2,,,1,,IGAC (Contrato 2932/2008),2008/01/01 00:00:00+00,2011/01/01 00:00:00+00,,,,,,0+0,7+62,2,,8f8f1f42-5c43-444a-a63f-e8dd01be2744,7364.00493666423
198,1,50070,5007,0,0,26,695,24,Transversal Las Animas - Bogotá,Fresno - Mariquita,1,2,,1,,IGAC (Contrato 2932/2008),2008/01/01 00:00:00+00,2011/01/01 00:00:00+00,,,,,,0+0,26+695,1,,91c4e9bb-f7ca-457a-9c50-65efb6369d7f,26215.3087340602
199,1,55070,5507,0,0,2,900,18,Troncal Central del Norte,Nueva Terminal de Cúcuta,1,,,1,,IGAC (Contrato 2130/2014),2015/09/01 00:00:00+00,2016/05/01 00:00:00+00,,,,Act. seg 6-8,,0+0,2+900,1,,03e540f6-c988-4330-bd9f-e3317486f6f4,2830.12766673391
200,1,65130,6513,0,0,90,380,07,Troncal Villagarzon - Saravena,Yopal - Paz de Ariporo,1,2,,1,,IGAC (Contrato 2932/2008),2008/01/01 00:00:00+00,2011/01/01 00:00:00+00,,,,,,0+0,90+380,1,,fa45125b-e917-48bb-912a-64634a80db0e,91003.426351659
201,1,70NSA0,70NSA,0,0,5,0,18,Acceso a Cucuta y Venezuela,Variante Sardinata,1,1,,1,,IGAC (Contrato 2130/2014),2015/09/01 00:00:00+00,2016/05/01 00:00:00+00,,Agregar a listado de Ramón Lobo,,Act. seg 0 a 5,,0+0,5+0,1,,9fb88c23-4297-42b8-80b9-0081e60ae6a0,5555.58777388273
202,4,45150,4515,0,0,87,787,09,Troncal del Magdalena,La Mata - San Roque,1,2,,1,,IGAC (Contrato 2932/2008),2008/01/01 00:00:00+00,2011/01/01 00:00:00+00,,,,,,0+0,87+787,1,,cf6f15a6-19f1-4b00-99eb-aa30ed24728c,129744.464166217
203,1,56AN010,56AN01,0,0,3,800,01,Circuito Medellin - Valle de Rionegro,La Fe - El Retiro,2,,,1,,IGAC (Contrato 2932/2008),2008/01/01 00:00:00+00,2011/01/01 00:00:00+00,,,,,,0+0,3+800,2,,0988bb0e-27a9-48e6-9063-489708547049,3852.27874964509
204,1,56AN02-10,56AN02-1,0,0,8,500,01,Circuito Medellin - Valle de Rionegro,Rionegro - El Carmen,2,,,1,,IGAC (Contrato 2932/2008),2008/01/01 00:00:00+00,2011/01/01 00:00:00+00,,,,,,0+0,8+500,2,,1e21927e-7047-4404-a7ac-1c120ab8cfbc,8602.87366665652
205,1,60050,6005,3,0,135,600,01,Transversal Medellin - Bogotá,Peaje Cocorna - Cruce Ruta 45 (Caño Alegre),1,,1,1,60,IGAC (Contrato 2932/2008),2008/01/01 00:00:00+00,2020/08/24 00:00:00+00,,,,,,3+0,135+600,1,,2286a1f5-113f-4820-a613-20a36f4ebdb6,133346.221928333
206,1,60080,6008,0,0,37,0,04,Transversal Puerto Boyaca - Monterrey,Chiquinquirá - Sáchica,1,2,,1,,IGAC (Contrato 2932/2008),2008/01/01 00:00:00+00,2011/01/01 00:00:00+00,,,,,,0+0,37+0,1,,5cc9fc8a-0375-4f64-9e15-6bff153665d0,37766.3398791724
207,4,78030,7803,0,0,38,0,03,Transversal Depresion Momposina,La Bodega - Mompós,1,2,,1,,IGAC (Contrato 2932/2008),2008/01/01 00:00:00+00,2011/01/01 00:00:00+00,,,,,,0+0,38+0,1,,8eea9210-abd4-4cad-a4c9-57a0efe7fe8d,38475.0795378589
208,1,78050,7805,0,0,36,320,15,Transversal Depresion Momposina,Guamal - El Banco,1,,,1,,IGAC (Contrato 2932/2008),2008/01/01 00:00:00+00,2011/01/01 00:00:00+00,,,,,,0+0,36+320,1,,73249206-0046-408b-8a0e-53f785463fa2,38335.9199368485
209,1,900539,9005,39,0,59,180,03,Transversal del Caribe,María la Baja - Cruz del Viso,2,,,1,,IGAC (Contrato 2932/2008),2008/01/01 00:00:00+00,2011/01/01 00:00:00+00,APP PRIVADA ANTIOQUIA - BOLÍVAR (ENTREGA 26-NOV-2015),,,,,39+0,59+180,2,,bedd8335-5abf-4c85-af54-b7fc9e9f63e7,20724.343234792
210,1,90050,9005,0,0,39,0,23,Transversal del Caribe,San Onofre - María La Baja,2,,,1,,IGAC (Contrato 2932/2008),2008/01/01 00:00:00+00,2011/01/01 00:00:00+00,APP PRIVADA ANTIOQUIA - BOLÍVAR (ENTREGA 26-NOV-2015),,,,,0+0,39+0,2,,6c1c1114-20de-4d9c-9bce-8d75815bf7eb,39643.5776824514
211,1,90070,9007,0,0,1,1794,02,Transversal del Caribe,Accesos y Puente Laureano Gómez,1,1,,1,,IGAC (Contrato 2932/2008),2008/01/01 00:00:00+00,2011/01/01 00:00:00+00,,,,,,0+0,1+1794,1,,d1af76d8-23d6-4aff-a81e-4d78ac9f7884,2471.0578556216
212,1,90080,9008,0,0,72,368,15,Transversal del Caribe,Santa Marta - Río Palomino,2,,,1,,IGAC (Contrato 2932/2008),2008/01/01 00:00:00+00,2011/01/01 00:00:00+00,,pr final 72+000 en Ramón Lobo,,,,0+0,72+368,2,,2cfc6fbc-bcbc-4616-b68d-121b192bf08e,74453.2115312696
213,1,90090,9009,0,0,90,0,13,Transversal del Caribe,Río Palomino - Riohacha,2,,,1,,IGAC (Contrato 2932/2008),2008/01/01 00:00:00+00,2011/01/01 00:00:00+00,,,,,,0+0,90+0,2,,f3af3c13-ed53-4fe3-96eb-43e68f7ea723,91965.2414658036
214,1,65150,6515,0,0,129,180,07,Troncal Villagarzon - Saravena,La Cabuya - Saravena,1,3,,2,,IGAC (Contrato 2130/2014),2015/09/01 00:00:00+00,2016/05/01 00:00:00+00,,PR final 129+0070 (Ramón Lobo),rev,"Act. seg 57-58;102-103; 128-129+0180",,0+0,129+180,1,,46acea24-2dc6-4a29-8b24-df321b9f9af3,133592.296306891
216,1,70100,7010,0,0,8,600,18,Acceso a Cucuta y Venezuela,Cúcuta - Puente Internacional Simón Bolívar,1,,,2,,IGAC (Contrato 2932/2008),2008/01/01 00:00:00+00,2011/01/01 00:00:00+00,,,,,,0+0,8+600,1,,07b7d9d8-91d8-4106-9935-ab70ad2fc712,17696.3251285522
217,3,64ST020,64ST02,0,0,3,385,22,Transversal Guane - San Gil - Mogotes - La Rosita,Ramal a Guane,1,2,,1,,IGAC (Contrato 2932/2008),2008/01/01 00:00:00+00,2011/01/01 00:00:00+00,,,,,,0+0,3+385,1,,f0cb7d7b-781f-4e0d-8ad7-903a2da24d5d,3330.1415003042
218,1,660234,6602,0,0,60,0,22,Transversal Tribuga - Arauca,Cruce Ruta 45 (La Fortuna) - Lebrija,2,,,1,,IGAC (Contrato 2932/2008),2008/01/01 00:00:00+00,2011/01/01 00:00:00+00,BARRANCABERMEJA-YONDO (ENTREGADA 13-OCT-2015),,,,,0+0,60+0,2,,c1de34b2-2b89-44f6-be9a-aa2c547814ba,57676.4415399471
219,2,70NS010,70NS01,0,0,33,0,26,Acceso a Ocaña,La Ondina - Convención,1,1,,1,,IGAC (Contrato 2932/2008),2008/01/01 00:00:00+00,2011/01/01 00:00:00+00,,,,,,0+0,33+0,1,,5259a470-7697-4217-9e27-0afe7945881f,33350.8633307822
220,1,45A080,45A08,0,0,18,0,22,Troncal Central,La Cemento - Rionegro,3,,,1,,IGAC (Contrato 2932/2008),2008/01/01 00:00:00+00,2011/01/01 00:00:00+00,,,,,,0+0,18+0,3,,47ef0595-eefe-4cd9-bd72-146ea76f60da,18235.7986477743
221,1,45A0818,45A08,18,0,93,654,22,Troncal Central,Río Negro - San Alberto,1,3,,2,,IGAC (Contrato 2932/2008),2008/01/01 00:00:00+00,2011/01/01 00:00:00+00,,,,,,18+0,93+654,1,,c280f566-85fa-44e3-b0ce-41cfdbcb4ce5,76768.1688502555
222,1,9007A7,9007A,7,75,7,350,15,Alternas a la Transversal del Caribe,Terminal Marítimo,2,1,,1,,IGAC (Contrato 2932/2008),2008/01/01 00:00:00+00,2011/01/01 00:00:00+00,,,,,,7+75,7+350,2,,ff089a62-089b-4e83-b6fa-95f318651c8d,252.877721338283
223,4,70NSB0,70NSB,0,0,1,0,18,Conexiones Troncal Central - Troncal Central del Norte,Paso Nacional por Zulia,1,,,1,,IGAC (Contrato 2932/2008),2008/01/01 00:00:00+00,2011/01/01 00:00:00+00,,,,,,0+0,1+0,1,,e175791e-5cd5-4ecc-a251-c98ca645c150,930.655290984624
224,4,740343,7403,43,0,49,77,11,Transversal Puerto rey - Tibú,San Marcos - GuayepoGuayepo,1,,,1,,IGAC (Contrato 2932/2008),2008/01/01 00:00:00+00,2011/01/01 00:00:00+00,,,,,,43+0,49+77,1,,094eeb6d-aa92-4aa9-87d5-6c126a469dc9,6695.44579741392
225,1,74030,7403,0,0,43,0,11,Transversal Puerto rey - Tibú,El Viajano - San Marcos,1,2,,2,,IGAC (Contrato 2932/2008),2008/01/01 00:00:00+00,2011/01/01 00:00:00+00,,,,,,0+0,43+0,1,,344c52e9-71c4-4658-af4e-abe83be5bfed,43833.5215379332
226,4,74040,7404,0,0,83,0,23,Transversal Puerto rey - Tibú,Guayepo - Achí,1,2,,1,,IGAC (Contrato 2932/2008),2008/01/01 00:00:00+00,2011/01/01 00:00:00+00,,,,,,0+0,83+0,1,,a0da259f-6511-470e-be63-ee43f456dd6d,84755.809068771
227,2,78010,7801,0,0,52,0,11,Conexión Transversal del Caribe - Troncal de Occidente,Lorica - Chinú,1,1,,2,,IGAC (Contrato 2932/2008),2008/01/01 00:00:00+00,2011/01/01 00:00:00+00,,,,,,0+0,52+0,1,,6c0a60a1-2809-46cc-afba-d7e83f5ea98d,51951.1359068866
228,1,80010,8001,0,0,39,1825,03,Transversal Carmen - Bosconia - Valledupar - Maicao - Puerto Bolivar,Carmen de Bolívar - Plato,2,,,2,,IGAC (Contrato 2932/2008),2008/01/01 00:00:00+00,2011/01/01 00:00:00+00,,,,,,0+0,39+1825,2,,a1d7f7d8-4aef-41d3-ae88-114e3f877b98,41541.5530759103
229,1,80020,8002,0,0,87,820,15,Transversal Carmen - Bosconia - Valledupar - Maicao - Puerto Bolivar,Plato - Pueblo Nuevo,2,,,1,,IGAC (Contrato 2932/2008),2008/01/01 00:00:00+00,2011/01/01 00:00:00+00,,,,,,0+0,87+820,2,,8d864e6a-5d60-457a-85c7-a5dd86caf779,102571.298157151
230,1,80030,8003,0,0,116,120,09,Transversal Carmen - Bosconia - Valledupar - Maicao - Puerto Bolivar,Pueblo Nuevo - Bosconia - Valledupar,2,,,1,,IGAC (Contrato 2932/2008),2008/01/01 00:00:00+00,2011/01/01 00:00:00+00,,PR final 16+0000 (Ramón Lobo),rev,,,0+0,116+120,2,,94c6784f-37f6-467d-8ac5-8433e4114131,141417.212589151
231,1,9007A0,9007A,0,0,7,75,15,Alternas a la Transversal del Caribe,Mamatoco - Terminal Marítimo,1,1,,2,,IGAC (Contrato 2932/2008),2008/01/01 00:00:00+00,2011/01/01 00:00:00+00,,,,,,0+0,7+75,1,,ac0426cd-edeb-4f35-9325-d6418d31be89,7242.23091044508
232,1,6206114,6206,114,49,114,200,22,Transversal Tribuga - Arauca,Puerto Olaya - Cruce Ruta 45 (Intersección),1,4,,2,,Google Maps,2015/09/01 00:00:00+00,2016/05/01 00:00:00+00,,,,borra,,114+49,114+200,1,,29ed78e1-4dff-4e85-9f21-9c893b35c62b,1322.75904581936
233,1,620698,6206,98,140,114,49,22,Transversal Tribuga - Arauca,Puerto Olaya - Cruce Ruta 45,2,,,1,,IGAC (Contrato 2932/2008),2008/01/01 00:00:00+00,2011/01/01 00:00:00+00,,,,,,98+140,114+49,2,,085fd51e-3af9-43d7-a931-1e925726e464,15394.2839446233
234,1,9007A_10,9007A_1,0,0,18,0,15,Alternas a la Transversal del Caribe,Cruce Alcatraces - Mamatoco,3,,,1,,Google Maps,,2015/12/15 00:00:00+00,,,3d_mal_central,,,0+0,18+0,3,,ff6e28b0-d55d-4987-bc2f-0e63a6078cd9,18963.6737092012
235,1,49010,4901,0,0,140,0,09,Troncal del Carbon,San Roque - La Paz,1,3,,2,,IGAC (Contrato 2130/2014),2015/09/01 00:00:00+00,2016/05/01 00:00:00+00,APP CESAR - GUAJIRA (ENTREGADA 12-AGT-2015),,,"Act. seg 39-42; 97-98; 139-140",,0+0,140+0,1,,3dd28880-2309-49d5-b1c0-c0660e340b5a,148772.340463591
236,1,45AST0810,45AST08,10,100,21,700,22,Troncal Central,Palenque - La Cemento,3,,,2,,IGAC (Contrato 2932/2008),2008/01/01 00:00:00+00,2011/01/01 00:00:00+00,,PR final 21+0700 (Ramón Lobo),,,,10+100,21+700,3,,1be08a91-4122-44bd-a654-f9880ad17021,15165.675908299
237,1,27010,2701,0,0,102,0,15,Paralela del Rio Magdalena,Plato -  Salamina,1,1,,1,,IGAC (Contrato 2130/2014),2015/09/01 00:00:00+00,2016/05/01 00:00:00+00,,,,Act. seg 34-37,,0+0,102+0,1,,7c4f88de-c80e-4bac-b338-40c86052b7f4,106539.982429995
238,1,66010,6601,0,0,30,0,22,Transversal Tribuga - Arauca,Barrancabermeja - Cruce Ruta 45 (La Lizama),2,,,2,,IGAC (Contrato 2932/2008),2008/01/01 00:00:00+00,2011/01/01 00:00:00+00,BARRANCABERMEJA-YONDO (ENTREGADA 13-OCT-2015),,,,,0+0,30+0,2,,c81ee74a-ce7f-4d8a-a945-2ec283f8b259,32277.0740259624
239,2,600732,6007,32,0,90,150,04,Transversal Puerto Boyaca - Monterrey,Río Minero - Chiquinquirá,1,2,,1,,IGAC (Contrato 2932/2008),2008/01/01 00:00:00+00,2011/01/01 00:00:00+00,,,,Act. seg 32 a 34,,32+0,90+150,1,,ea2f0de2-3da8-4880-baa9-8c4b34b3e88a,58136.8684490516
240,1,62070,6207,0,0,61,1247,22,Transversal del Carare,Cruce Puerto Araujo - Landázuri,1,4,,1,,Google Maps,2016/01/01 00:00:00+00,2016/09/07 00:00:00+00,,PR Final 61+1380 según Ramón Lobo,,<Null>,,0+0,61+1247,1,,8fd465ea-69ce-449f-8f2e-f7292fc735fa,64096.4943153899
241,1,660370,6603,70,0,123,909,18,Transversal Tribuga - Arauca,Cuestaboba - Pamplona,2,,,2,,Google Maps (DC Criterio Técnico),2016/06/15 00:00:00+00,2016/06/27 00:00:00+00,,,3d_mal_este,Act. seg 123-123+909,,70+0,123+909,2,,912ff59e-dc60-4972-8b4a-40f51276a562,54968.7424484873
242,1,66033,6603,3,400,70,0,22,Transversal Tribuga - Arauca,Bucaramanga - Cuestaboba,2,,,2,,IGAC (Contrato 2130/2014),2015/09/01 00:00:00+00,2016/05/01 00:00:00+00,"CONCESIÓN BUCARAMANGA - PAMPLONA, entregada el 21 de julio de 2016",,,"Act. seg 8+18; 34-37; 123-123+909",,3+400,70+0,2,,e2e04245-2a47-4a31-9c6a-e5d2fbbbba59,70899.8479831063
243,1,880152,8801,52,615,66,300,13,Transversal Carmen - Bosconia - Valledupar - Maicao - Puerto Bolivar,Cuestecitas - Paradero,1,1,,1,,IGAC (Contrato 2932/2008),2008/01/01 00:00:00+00,2011/01/01 00:00:00+00,,,,,,52+615,66+300,1,,f10d0c0f-fb52-48a0-a7b5-74d1bf55f8b2,13684.0245669622
244,1,40150,4015,0,0,95,760,16,Transversal Buenaventura - Villavicencio - Puerto Carreño,Juriepe - Puerto Carreño,1,2,,1,,IGAC (Contrato 2130/2014),2015/09/01 00:00:00+00,2016/05/01 00:00:00+00,,,,Act. seg 0-95+0760,,0+0,95+760,1,,5e81d532-2319-4f89-a165-ac5e1fdd3f5a,96674.8641398955
245,1,450260,4502,60,300,77,1000,19,Troncal del Magdalena,Ye de Urcusique - Mocoa (Canangucho),1,2,,1,,IGAC (Contrato 2932/2008),2008/01/01 00:00:00+00,2011/01/01 00:00:00+00,,,,,,60+300,77+1000,1,,fec603c7-547f-4a34-ae2f-e8110ebc8e29,17654.5532996114
246,1,08010,0801,0,0,24,0,17,Via Alterna al Puerto de Tumaco,"Guachucal - Ipiales
",1,2,,1,,IGAC (Contrato 2932/2008),2008/01/01 00:00:00+00,2011/01/01 00:00:00+00,,,,,,0+0,24+0,1,,0450ef19-1fd6-4d35-bf4a-2750a70f566d,24733.3900044471
247,1,17020,1702,0,0,44,0,17,Acceso a Samaniego,Túquerres - Samaniego,1,3,,1,,IGAC (Contrato 2932/2008),2008/01/01 00:00:00+00,2011/01/01 00:00:00+00,,,,,,0+0,44+0,1,,5f318b2e-db3d-4d62-9e4e-084e4c7410da,43398.5985252776
248,1,19018,1901,8,900,60,850,25,Acceso a Cali,Cali - Cruce Ruta 40 (Loboguerrero),1,1,,1,,IGAC (Contrato 2932/2008),2008/01/01 00:00:00+00,2011/01/01 00:00:00+00,,,,,,8+900,60+850,1,,2a14f74c-f024-43a5-bc5c-e9003131be31,51671.0511907296
249,1,20020,2002,0,0,67,370,08,Popayan - Paletara - San Jose de Isnos - Pitalito - San Agustin,Popayán - Río Mazamorras,1,2,,1,,IGAC (Contrato 2932/2008),2008/01/01 00:00:00+00,2011/01/01 00:00:00+00,,,,Falta actualizar seg 0 a 2,,0+0,67+370,1,,75568b23-7693-4590-8753-b51c437c0437,67971.5879680422
250,1,20030,2003,0,0,38,0,14,Acceso a Florencia,Altamira - Gabinete,1,1,,1,,IGAC (Contrato 2932/2008),2008/01/01 00:00:00+00,2011/01/01 00:00:00+00,,,,,,0+0,38+0,1,,53f3d0ba-b373-47b2-a4d2-8b4024aee972,36261.3374284532
